model;price;transmission;mileage;fuelType;tax;mpg;engineSize;Make
 Golf;26490;Semi-Auto;1000;Petrol;145;44,1;1,5;vw
 Q2;27490;Semi-Auto;4554;Petrol;150;42,2;1,5;audi
 Golf;21489;Semi-Auto;6800;Petrol;145;47,1;1,5;vw
 Q5;36500;Semi-Auto;6500;Diesel;145;38,2;2;audi
 A5;37490;Automatic;500;Petrol;145;39,2;2;audi
 Golf;33000;Semi-Auto;2500;Petrol;145;37,7;2;vw
 Q3;28500;Semi-Auto;1000;Diesel;145;47,1;2;audi
 Golf;22950;Manual;1000;Petrol;145;49,6;1,5;vw
 A5;31690;Semi-Auto;3390;Diesel;145;50,4;2;audi
 Fiesta;15750;Manual;52;Petrol;145;54,3;1;Ford
 A5;26900;Semi-Auto;5000;Petrol;145;39,8;2;audi
 2 Series;24290;Manual;103;Petrol;145;52,3;1,5;BMW
 Polo;16000;Manual;5;Petrol;145;47,9;1;vw
 I10;13995;Manual;1500;Petrol;145;53,3;1;Hyundai
 Tiguan;32427;Semi-Auto;678;Diesel;150;31,4;2;vw
 Superb;28332;Semi-Auto;5000;Hybrid;135;201,8;1,4;skoda
 Arteon;25590;Automatic;7256;Petrol;145;47,1;2;vw
 EcoSport;19000;Manual;10;Petrol;145;52,3;1;Ford
 Golf;30498;Semi-Auto;50;Petrol;150;32,8;2;vw
 Karoq;25499;Automatic;96;Petrol;150;40,9;1,5;skoda
 X2;25990;Semi-Auto;101;Petrol;145;40,4;2;BMW
 T-Cross;19990;Manual;10;Diesel;145;53,3;1,6;vw
 Tiguan;25000;Manual;1350;Petrol;145;38,2;1,5;vw
 T-Roc;22490;Manual;4926;Diesel;145;50,4;2;vw
 5 Series;36985;Semi-Auto;12;Diesel;145;56,5;3;BMW
 A1;21000;Manual;4500;Petrol;145;47,9;1;audi
 A1;23845;Semi-Auto;5000;Petrol;150;44,8;1;audi
 Superb;28495;Semi-Auto;1000;Diesel;145;47,1;2;skoda
 Superb;30991;Semi-Auto;10;Petrol;145;38,7;2;skoda
 T-Roc;29999;Manual;2000;Petrol;150;42,2;1,5;vw
 Tiguan;25990;Semi-Auto;250;Petrol;150;37,7;1,5;vw
 Golf;28990;Semi-Auto;6000;Petrol;145;37,7;2;vw
 Kodiaq;26419;Automatic;335;Diesel;145;45,6;2;skoda
 T-Cross;18790;Manual;1500;Petrol;145;48,7;1;vw
 A4;28500;Manual;1000;Petrol;145;39,2;2;audi
 Tucson;23495;Manual;2256;Petrol;145;34,9;1,6;Hyundai
 Q5;36890;Semi-Auto;3895;Diesel;145;38,2;2;audi
 Kodiaq;30995;Automatic;9750;Diesel;145;39,2;2;skoda
 X2;23990;Semi-Auto;1576;Petrol;150;38,7;2;BMW
 Q2;25888;Semi-Auto;1551;Petrol;145;42,2;1,5;audi
 Q3;28995;Manual;1817;Diesel;145;42,8;2;audi
 A1;25491;Semi-Auto;5432;Petrol;145;44,8;1,5;audi
 Corolla;25988;Automatic;10000;Hybrid;135;53,3;2;toyota
 Q7;55500;Semi-Auto;4000;Diesel;145;33,2;3;audi
 3 Series;29950;Semi-Auto;20;Petrol;145;41,5;2;BMW
 Kamiq;19300;Manual;1421;Petrol;145;47,9;1;skoda
 Q3;33881;Semi-Auto;4432;Petrol;145;31,4;2;audi
 Passat;20998;Semi-Auto;10;Diesel;145;49,6;1,6;vw
 Fabia;14500;Manual;1050;Petrol;145;51,4;1;skoda
 Mondeo;21500;Manual;23;Diesel;145;62,8;2;Ford
 Polo;15390;Manual;1000;Petrol;145;47,9;1;vw
 I20;12991;Manual;2637;Petrol;145;46,3;1,2;Hyundai
 Tucson;24999;Semi-Auto;1475;Petrol;145;36,2;1,6;Hyundai
 Q5;53990;Semi-Auto;5480;Diesel;145;34,5;3;audi
 Golf SV;21491;Semi-Auto;2133;Petrol;150;42,8;1,5;vw
 Tiguan;28990;Semi-Auto;3149;Diesel;145;46,3;2;vw
 Polo;14491;Manual;2885;Petrol;145;48,7;1;vw
 Tucson;22495;Manual;2000;Diesel;145;48,7;1,6;Hyundai
 Puma;21991;Manual;1211;Petrol;145;49,6;1;Ford
 A6;48990;Semi-Auto;6000;Petrol;150;30,7;3;audi
 Corolla;25995;Automatic;100;Hybrid;135;53,3;2;toyota
 Corolla;22995;Automatic;636;Hybrid;135;62,8;1,8;toyota
 A7;42995;Semi-Auto;6150;Diesel;145;38,7;3;audi
 Caddy Maxi Life;23995;Semi-Auto;5000;Diesel;145;46,3;2;vw
 Puma;21795;Manual;680;Petrol;145;50,4;1;Ford
 Fiesta;14500;Manual;100;Petrol;150;56,5;1;Ford
 RAV4;34995;Automatic;8500;Hybrid;135;49,6;2,5;toyota
 Q5;37444;Semi-Auto;4000;Petrol;145;32,1;2;audi
 Polo;14980;Manual;899;Petrol;145;48,7;1;vw
 Fiesta;18495;Manual;65;Petrol;145;58,9;1;Ford
 Tiguan;24998;Manual;50;Diesel;150;47,9;2;vw
 Golf;22495;Semi-Auto;2000;Hybrid;150;44,8;1,5;vw
 Focus;19990;Automatic;5588;Diesel;145;74,3;1,5;Ford
 4 Series;29485;Semi-Auto;45;Diesel;150;52,3;3;BMW
 Puma;19991;Manual;2475;Petrol;145;50,4;1;Ford
 Puma;20999;Manual;3952;Petrol;150;50,4;1;Ford
 Octavia;17990;Manual;609;Petrol;145;51,4;1,5;skoda
 3 Series;33995;Semi-Auto;4500;Diesel;145;50,4;2;BMW
 Tiguan Allspace;25950;Manual;407;Diesel;145;46,3;2;vw
 Golf SV;19999;Manual;2000;Petrol;145;45,6;1,5;vw
 Q5;46450;Semi-Auto;3500;Hybrid;135;117,7;2;audi
 T-Roc;28290;Semi-Auto;2500;Petrol;145;39,8;1,5;vw
 Z4;33450;Semi-Auto;5;Petrol;145;38,7;2;BMW
 Octavia;18990;Automatic;1941;Diesel;145;54,3;2;skoda
 Q5;42500;Semi-Auto;2000;Diesel;145;38,2;2;audi
 Kamiq;17999;Manual;2394;Petrol;145;47,9;1;skoda
 Z4;31990;Semi-Auto;9;Petrol;145;38,7;2;BMW
 Q3;39995;Semi-Auto;3000;Petrol;145;30,7;2;audi
 A1;19250;Manual;2004;Petrol;145;48,7;1;audi
 Passat;20998;Semi-Auto;15;Diesel;145;49,6;1,6;vw
 T-Cross;20675;Automatic;895;Petrol;150;45,6;1;vw
 A5;30990;Automatic;10;Petrol;145;39,8;2;audi
 5 Series;28990;Semi-Auto;103;Petrol;145;50,4;2;BMW
 Z4;44300;Semi-Auto;1801;Petrol;150;33,2;3;BMW
 Focus;19995;Automatic;500;Petrol;150;50,4;1;Ford
 Kodiaq;29995;Automatic;10;Diesel;150;44,8;2;skoda
 A1;22250;Semi-Auto;2999;Petrol;145;44,1;1;audi
 Karoq;24190;Manual;1784;Petrol;145;42,8;1,5;skoda
 1 Series;30440;Semi-Auto;1500;Petrol;145;34,5;2;BMW
 I10;11490;Manual;101;Petrol;145;56,5;1;Hyundai
 Q3;38330;Semi-Auto;3815;Petrol;145;30,7;2;audi
 T-Roc;24233;Manual;5433;Petrol;150;44,1;1,5;vw
 5 Series;35995;Semi-Auto;1000;Petrol;145;46,3;2;BMW
 Q2;24888;Manual;1500;Petrol;145;45,6;1;audi
 Arteon;30490;Semi-Auto;1209;Diesel;145;50,4;2;vw
 2 Series;29991;Semi-Auto;1500;Petrol;145;47,9;2;BMW
 Q8;86995;Semi-Auto;4174;Diesel;145;30,7;4;audi
 Q3;28000;Automatic;1772;Diesel;145;48,7;2;audi
 A4;43970;Semi-Auto;3700;Diesel;145;39,2;3;audi
 Octavia;16495;Manual;29;Diesel;145;67,3;1,6;skoda
 X5;60990;Semi-Auto;3500;Diesel;145;33,6;3;BMW
 Mustang;48000;Manual;50;Petrol;145;23,9;5;Ford
 5 Series;31995;Semi-Auto;6000;Hybrid;145;60,1;2;BMW
 3 Series;29990;Semi-Auto;9;Diesel;145;51,4;2;BMW
 2 Series;26490;Semi-Auto;10;Diesel;150;47,1;2;BMW
 3 Series;38995;Semi-Auto;1000;Diesel;145;49,6;2;BMW
 Q3;33444;Automatic;1500;Petrol;145;31,4;2;audi
 Passat;37000;Semi-Auto;4000;Hybrid;135;41,5;1,4;vw
 Scala;15980;Manual;100;Petrol;150;50,4;1;skoda
 Q3;27000;Manual;42;Petrol;145;39,8;1,5;audi
 A1;20990;Manual;556;Petrol;145;47,9;1;audi
 Polo;13999;Manual;2000;Petrol;145;48,7;1;vw
 4 Series;31450;Semi-Auto;10;Diesel;145;60,1;2;BMW
 3 Series;34000;Semi-Auto;4986;Diesel;145;47,9;3;BMW
 A5;29945;Semi-Auto;5000;Diesel;145;47,1;2;audi
 S-MAX;22991;Manual;51;Diesel;150;47,1;2;Ford
 Focus;26723;Manual;2102;Petrol;145;34,5;2,3;Ford
 Q3;37990;Semi-Auto;5000;Petrol;145;39,8;1,5;audi
 X2;26450;Semi-Auto;2095;Petrol;145;40,4;2;BMW
 A3;29990;Semi-Auto;8215;Petrol;145;34,5;2;audi
 Tucson;25980;Automatic;1298;Hybrid;145;50,4;1,6;Hyundai
 A1;21000;Manual;4500;Petrol;145;47,9;1;audi
 Fiesta;17250;Manual;1000;Petrol;145;60,1;1;Ford
 Scala;19295;Semi-Auto;55;Petrol;145;47,1;1;skoda
 X4;60995;Semi-Auto;100;Petrol;145;24,8;3;BMW
 A6;35000;Semi-Auto;3999;Diesel;145;47,1;2;audi
 C-HR;28990;Automatic;1265;Hybrid;135;54,3;2;toyota
 Golf;21495;Manual;99;Diesel;145;56,5;1,6;vw
 Fiesta;17300;Manual;6000;Petrol;145;55,4;1;Ford
 Polo;13490;Manual;3402;Petrol;145;48,7;1;vw
 Passat;32965;Semi-Auto;7082;Diesel;145;37,2;2;vw
 Golf;32999;Automatic;1000;Hybrid;135;141,3;1,4;vw
 Golf;21000;Manual;1526;Diesel;145;57,7;1,6;vw
 Q3;32970;Semi-Auto;2015;Petrol;150;31,4;2;audi
 Scala;16995;Semi-Auto;1700;Petrol;145;47,1;1;skoda
 Superb;28991;Semi-Auto;3487;Diesel;150;47,1;2;skoda
 1 Series;26991;Semi-Auto;2000;Diesel;145;57,7;1,5;BMW
 Hilux;18495;Manual;50;Diesel;260;2,8;2,4;toyota
 2 Series;34000;Semi-Auto;2986;Petrol;145;36,2;2;BMW
 Golf;23990;Manual;1118;Petrol;150;49,6;1,5;vw
 EcoSport;18995;Manual;24;Petrol;145;51,4;1;Ford
 T-Cross;19590;Manual;3500;Diesel;145;53,3;1,6;vw
 A3;26500;Manual;100;Diesel;145;52,3;1,6;audi
 Arteon;31995;Semi-Auto;1558;Diesel;145;50,4;2;vw
 Land Cruiser;44995;Semi-Auto;200;Diesel;150;30,1;2,8;toyota
 A6;52500;Semi-Auto;2000;Diesel;145;50,4;2;audi
 2 Series;28950;Semi-Auto;10;Petrol;145;40,9;1,5;BMW
 Kodiaq;32995;Automatic;3000;Diesel;150;39,2;2;skoda
 X1;34995;Semi-Auto;1501;Diesel;145;50,4;2;BMW
 Q3;29970;Manual;1015;Petrol;150;40,9;1,5;audi
 Octavia;29999;Semi-Auto;1000;Petrol;145;37,2;2;skoda
 C-HR;25295;Automatic;219;Petrol;145;34,5;1,2;toyota
 I20;12995;Manual;3000;Petrol;145;46,3;1,2;Hyundai
 A5;31000;Semi-Auto;2000;Diesel;150;51,4;2;audi
 4 Series;27000;Semi-Auto;25;Petrol;145;48,7;2;BMW
 Tiguan;32390;Semi-Auto;2631;Diesel;145;45,6;2;vw
 Polo;16000;Manual;2000;Petrol;150;52,3;1;vw
 Arteon;39989;Automatic;256;Petrol;145;47,1;2;vw
 Aygo;10785;Semi-Auto;4589;Petrol;150;56,5;1;toyota
 Polo;16990;Manual;1;Petrol;150;50,4;1;vw
 Santa Fe;36990;Semi-Auto;985;Diesel;150;39,2;2,2;Hyundai
 Polo;19000;Semi-Auto;2000;Petrol;145;46,3;1;vw
 X3;45991;Semi-Auto;120;Diesel;150;48,7;3;BMW
 Golf;26995;Semi-Auto;810;Hybrid;150;44,8;1,5;vw
 I10;11795;Manual;295;Petrol;145;56,5;1;Hyundai
 Q3;32000;Automatic;4000;Petrol;145;32,5;2;audi
 Up;9990;Manual;581;Petrol;145;54,3;1;vw
 X1;26750;Automatic;1000;Diesel;145;47,9;2;BMW
 5 Series;32995;Semi-Auto;11;Hybrid;145;49,6;2;BMW
 EcoSport;17499;Manual;1938;Petrol;145;51,4;1;Ford
 3 Series;25999;Manual;4;Diesel;145;54,3;2;BMW
 Q3;33444;Semi-Auto;1904;Petrol;145;31,4;2;audi
 5 Series;27090;Semi-Auto;3168;Hybrid;145;49,6;2;BMW
 Passat;21998;Semi-Auto;10;Diesel;150;49,6;1,6;vw
 I20;12299;Manual;1420;Petrol;145;46,3;1,2;Hyundai
 Golf;20500;Manual;1000;Petrol;145;47,1;1,5;vw
 Passat;20998;Semi-Auto;15;Diesel;145;49,6;1,6;vw
 A4;26995;Manual;2000;Petrol;145;41,5;2;audi
 3 Series;30850;Semi-Auto;5656;Diesel;150;48,7;2;BMW
 Golf SV;22990;Semi-Auto;1348;Petrol;145;42,2;1,5;vw
 1 Series;30990;Semi-Auto;5656;Petrol;145;34,5;2;BMW
 A6;38500;Automatic;3000;Petrol;145;34;2;audi
 A1;24450;Semi-Auto;1870;Petrol;145;44,8;1;audi
 I30;22895;Manual;3811;Petrol;145;34;2;Hyundai
 Scala;17980;Manual;100;Petrol;150;50,4;1;skoda
 Golf;23995;Manual;1000;Petrol;150;47,1;1,5;vw
 Aygo;9995;Manual;649;Petrol;145;56,5;1;toyota
 3 Series;34900;Automatic;10;Petrol;145;40,4;2;BMW
 Q5;36000;Semi-Auto;4500;Diesel;145;38,2;2;audi
 Polo;14990;Manual;1530;Petrol;145;48,7;1;vw
 Kodiaq;33450;Automatic;6000;Diesel;145;39,2;2;skoda
 Superb;32000;Semi-Auto;575;Hybrid;135;188,3;1,4;skoda
 A1;20995;Semi-Auto;2420;Petrol;145;44,8;1,5;audi
 Polo;17999;Semi-Auto;2000;Petrol;145;46,3;1;vw
 A5;29950;Semi-Auto;480;Petrol;145;39,8;2;audi
 Focus;18991;Manual;905;Petrol;150;60,1;1;Ford
 Q5;38500;Automatic;2500;Petrol;145;32,1;2;audi
 5 Series;27990;Semi-Auto;9;Petrol;150;36,2;2;BMW
 Golf;22490;Semi-Auto;100;Petrol;145;45,6;1,5;vw
 Scala;17990;Manual;4500;Petrol;145;50,4;1;skoda
 X4;44995;Semi-Auto;11;Diesel;145;37,2;3;BMW
 Golf;20990;Manual;1958;Petrol;145;49,6;1,5;vw
 A4;35990;Automatic;500;Diesel;145;54,3;2;audi
 A4;31490;Semi-Auto;500;Diesel;150;49,6;2;audi
 X1;32995;Automatic;1593;Diesel;145;50,4;2;BMW
 Kodiaq;35990;Automatic;3500;Diesel;150;39,2;2;skoda
 Octavia;17980;Automatic;400;Petrol;150;44,8;1,5;skoda
 Q7;59990;Semi-Auto;6000;Diesel;145;33,2;3;audi
 Ioniq;20990;Automatic;3140;Hybrid;140;62,8;1,6;Hyundai
 SQ5;56450;Automatic;1500;Diesel;145;34,5;0;audi
 Kamiq;21495;Semi-Auto;2000;Diesel;145;52,3;1,6;skoda
 A3;20995;Manual;5000;Diesel;145;54,3;1,6;audi
 Puma;20890;Manual;2986;Petrol;145;50,4;1;Ford
 Sharan;29950;Automatic;1000;Diesel;145;41,5;2;vw
 Aygo;13495;Semi-Auto;999;Petrol;145;55,4;1;toyota
 T-Roc;26750;Automatic;2420;Diesel;145;49,6;2;vw
 Golf;19850;Manual;5000;Diesel;145;57,7;1,6;vw
 Kodiaq;32995;Automatic;50;Diesel;145;37,2;2;skoda
 Golf;23950;Semi-Auto;2300;Hybrid;150;44,8;1,5;vw
 T-Cross;20990;Manual;5000;Diesel;145;52,3;1,6;vw
 Golf;27999;Semi-Auto;750;Diesel;145;49,6;2;vw
 Golf;25499;Manual;287;Petrol;150;47,1;1,5;vw
 Fiesta;17990;Manual;494;Petrol;145;53,3;1;Ford
 Q2;24888;Manual;4000;Petrol;145;43,5;1,5;audi
 X3;69991;Semi-Auto;10;Petrol;145;24,8;3;BMW
 X6;65352;Semi-Auto;3158;Petrol;145;26,4;3;BMW
 Fabia;14999;Manual;1800;Petrol;145;50,4;1;skoda
 EcoSport;19499;Manual;1083;Petrol;145;52,3;1;Ford
 Polo;16990;Semi-Auto;1000;Petrol;150;45,6;1;vw
 Q3;34450;Semi-Auto;4500;Diesel;145;47,1;2;audi
 Polo;15425;Manual;1085;Petrol;150;52,3;1;vw
 T-Roc;20490;Manual;3000;Petrol;150;44,1;1;vw
 Puma;20891;Manual;3073;Petrol;145;50,4;1;Ford
 2 Series;26989;Semi-Auto;3000;Petrol;145;47,9;2;BMW
 Tiguan;34752;Semi-Auto;10;Petrol;145;30,1;2;vw
 Up;11890;Manual;25;Petrol;145;51,4;1;vw
 Tiguan;29995;Manual;10;Diesel;145;47,9;2;vw
 5 Series;35493;Semi-Auto;5658;Petrol;145;50,4;2;BMW
 2 Series;22950;Manual;500;Petrol;145;42,8;1,5;BMW
 Q5;53990;Semi-Auto;6000;Diesel;145;34,5;3;audi
 4 Series;37995;Semi-Auto;1501;Diesel;145;58,9;2;BMW
 Q5;36500;Automatic;26;Diesel;145;38,2;2;audi
 I10;12980;Manual;539;Petrol;145;55,4;1,2;Hyundai
 Up;10490;Manual;386;Petrol;145;54,3;1;vw
 2 Series;20980;Semi-Auto;11;Petrol;145;50,4;1,5;BMW
 3 Series;22990;Manual;101;Diesel;145;58,9;2;BMW
 X7;78000;Semi-Auto;5000;Diesel;150;31,4;3;BMW
 1 Series;23995;Manual;1501;Diesel;145;57,7;1,5;BMW
 1 Series;23980;Semi-Auto;1500;Petrol;145;40,4;1,5;BMW
 T-Cross;21995;Manual;500;Petrol;145;47,9;1;vw
 Polo;16500;Manual;2500;Petrol;145;49,6;1;vw
 Tiguan;29999;Semi-Auto;5000;Diesel;145;39,8;2;vw
 Q2;24444;Manual;4432;Petrol;145;43,5;1,5;audi
 Polo;14950;Manual;1000;Petrol;145;48,7;1;vw
 Scala;20600;Semi-Auto;1569;Petrol;145;44,8;1,5;skoda
 Touran;24480;Semi-Auto;341;Diesel;145;47,9;2;vw
 Tiguan;39999;Semi-Auto;566;Diesel;150;39,2;2;vw
 Up;9490;Manual;6000;Petrol;145;54,3;1;vw
 Santa Fe;36999;Semi-Auto;6000;Diesel;150;39,2;2,2;Hyundai
 Fiesta;14500;Manual;10;Petrol;145;56,5;1;Ford
 Golf;21990;Semi-Auto;229;Petrol;150;45,6;1,5;vw
 3 Series;42990;Semi-Auto;3698;Diesel;145;43,5;3;BMW
 A4;43950;Automatic;6685;Diesel;145;39,2;3;audi
 A5;25000;Automatic;751;Petrol;145;40,4;2;audi
 Golf;18490;Manual;100;Diesel;145;57,7;1,6;vw
 Fiesta;15000;Manual;35;Petrol;145;56,5;1;Ford
 T-Roc;25495;Manual;1500;Petrol;145;44,1;1,5;vw
 Golf;21899;Manual;5000;Petrol;145;47,1;1,5;vw
 Santa Fe;36895;Semi-Auto;50;Diesel;145;39,2;2,2;Hyundai
 Caravelle;45450;Semi-Auto;15;Diesel;145;32,8;2;vw
 Golf;26499;Semi-Auto;3561;Diesel;150;60,1;2;vw
 A1;21888;Semi-Auto;3500;Petrol;145;44,8;1,5;audi
 A1;24990;Semi-Auto;883;Petrol;145;44,1;1;audi
 Kona;16991;Manual;2622;Petrol;145;44,1;1;Hyundai
 4 Series;39225;Semi-Auto;10;Petrol;145;48,7;2;BMW
 I10;11495;Manual;4000;Petrol;145;56,5;1;Hyundai
 Z4;31895;Semi-Auto;10;Petrol;150;38,7;2;BMW
 A3;31990;Semi-Auto;2165;Hybrid;135;141,3;1,4;audi
 Fiesta;17481;Semi-Auto;1352;Petrol;145;41,5;1;Ford
 A5;32981;Semi-Auto;2998;Diesel;145;47,1;2;audi
 A4;32995;Semi-Auto;2000;Diesel;145;49,6;2;audi
 1 Series;36995;Semi-Auto;3000;Petrol;150;34,5;2;BMW
 Kuga;33500;Automatic;5534;Hybrid;140;201,8;2,5;Ford
 T-Roc;20480;Manual;800;Petrol;145;44,1;1;vw
 Q3;28970;Semi-Auto;2015;Diesel;150;40,9;2;audi
 S-MAX;30000;Automatic;1000;Diesel;145;43,5;2;Ford
 X7;63990;Semi-Auto;6137;Diesel;145;33,6;3;BMW
 A6;42500;Semi-Auto;3000;Diesel;145;37,7;3;audi
 Golf;22995;Manual;3000;Petrol;145;45,6;1,5;vw
 A1;28950;Automatic;1406;Petrol;145;44,1;1,5;audi
 2 Series;23985;Automatic;1968;Petrol;145;50,4;2;BMW
 Up;10990;Manual;100;Petrol;145;54,3;1;vw
 1 Series;33995;Semi-Auto;102;Petrol;145;34,5;2;BMW
 Up;10980;Manual;100;Petrol;145;54,3;1;vw
 3 Series;41990;Semi-Auto;9;Petrol;145;34,9;3;BMW
 Tiguan;26000;Manual;2000;Diesel;145;47,9;2;vw
 Q7;61950;Automatic;8500;Diesel;150;33,2;3;audi
 X3;42990;Semi-Auto;3245;Hybrid;140;5,5;2;BMW
 Yaris;15490;Manual;1124;Petrol;145;47,9;1,5;toyota
 Polo;14690;Manual;979;Petrol;145;48,7;1;vw
 Golf;30498;Semi-Auto;10;Petrol;150;32,8;2;vw
 5 Series;36990;Semi-Auto;10;Diesel;145;60,1;3;BMW
 Aygo;9995;Manual;50;Petrol;145;56,5;1;toyota
 Tiguan;31490;Semi-Auto;5000;Diesel;145;40,4;2;vw
 4 Series;38990;Semi-Auto;9;Diesel;145;47,9;3;BMW
 Polo;14750;Manual;4000;Petrol;145;48,7;1;vw
 Kodiaq;21490;Automatic;14050;Petrol;150;34;1,5;skoda
 5 Series;42124;Semi-Auto;101;Petrol;145;39,2;3;BMW
 Up;12222;Manual;25;Petrol;145;50,4;1;vw
 X3;52991;Semi-Auto;4360;Hybrid;135;5,5;2;BMW
 A3;16999;Manual;4018;Petrol;145;49,6;1;audi
 T-Roc;28990;Automatic;1000;Petrol;150;39,8;1,5;vw
 Octavia;19990;Manual;3964;Diesel;145;54,3;1,6;skoda
 2 Series;22980;Manual;10;Petrol;145;47,1;1,5;BMW
 6 Series;33999;Semi-Auto;11;Petrol;145;42,8;2;BMW
 2 Series;19500;Automatic;4330;Petrol;145;42,2;1,5;BMW
 A1;19790;Manual;5080;Petrol;145;47,9;1;audi
 Polo;18795;Semi-Auto;1000;Petrol;145;46,3;1;vw
 4 Series;26950;Semi-Auto;2755;Diesel;145;65,7;2;BMW
 M4;50000;Semi-Auto;700;Petrol;145;34;3;BMW
 Up;10750;Manual;100;Petrol;145;54,3;1;vw
 TT;29850;Semi-Auto;4500;Petrol;145;40,9;2;audi
 Kodiaq;31995;Automatic;200;Diesel;145;42,2;2;skoda
 Q3;39000;Semi-Auto;3500;Diesel;145;46,3;2;audi
 Fiesta;18995;Manual;1012;Petrol;145;58,9;1;Ford
 Golf SV;24995;Semi-Auto;2000;Petrol;150;42,2;1,5;vw
 Corolla;26490;Automatic;1879;Hybrid;135;53,3;2;toyota
 I30;15495;Manual;2936;Petrol;145;45,6;1;Hyundai
 2 Series;36000;Semi-Auto;5550;Petrol;145;36,2;2;BMW
 Tiguan;29990;Semi-Auto;8000;Diesel;145;31,4;2;vw
 Passat;25950;Automatic;1000;Diesel;145;52,3;2;vw
 Passat;33000;Semi-Auto;2500;Diesel;145;45,6;2;vw
 A4;30450;Semi-Auto;4500;Petrol;145;38,2;2;audi
 Golf;23995;Manual;982;Petrol;150;49,6;1,5;vw
 3 Series;40150;Semi-Auto;319;Petrol;145;42,2;2;BMW
 I10;11895;Manual;1000;Petrol;145;56,5;1;Hyundai
 Octavia;22990;Semi-Auto;50;Petrol;145;44,8;1,5;skoda
 1 Series;25993;Semi-Auto;906;Petrol;145;40,4;1,5;BMW
 Golf;26999;Semi-Auto;3000;Hybrid;150;44,8;1,5;vw
 Arteon;30000;Semi-Auto;2000;Diesel;145;53,3;2;vw
 Tiguan;29999;Automatic;2728;Diesel;145;47,9;2;vw
 Passat;20998;Semi-Auto;10;Diesel;150;49,6;1,6;vw
 X2;36950;Semi-Auto;10;Diesel;145;50,4;2;BMW
 Z4;37975;Semi-Auto;101;Petrol;145;38,7;2;BMW
 Q2;34990;Automatic;10;Petrol;145;32,5;2;audi
 Q8;72500;Automatic;10;Diesel;150;32,8;3;audi
 A5;31990;Semi-Auto;5000;Petrol;145;39,8;2;audi
 Tiguan Allspace;26950;Manual;752;Diesel;145;46,3;2;vw
 Q5;49790;Automatic;1500;Petrol;135;117,7;0;audi
 Golf;25176;Manual;1244;Petrol;150;47,1;1,5;vw
 3 Series;35000;Semi-Auto;1986;Petrol;145;40,4;2;BMW
 Q5;56990;Semi-Auto;6000;Diesel;145;34,5;3;audi
 Corolla;27495;Automatic;998;Hybrid;135;53,3;2;toyota
 Up;14500;Manual;2500;Petrol;145;50,4;1;vw
 T-Roc;25999;Manual;5000;Petrol;145;44,1;1,5;vw
 Focus;21490;Manual;295;Petrol;145;60,1;1;Ford
 Superb;28995;Semi-Auto;781;Diesel;145;47,1;2;skoda
 Z4;28500;Automatic;101;Petrol;145;38,7;2;BMW
 A1;22970;Semi-Auto;3515;Petrol;150;44,8;1,5;audi
 Q5;47895;Semi-Auto;10;Petrol;145;30,7;2;audi
 Golf;23890;Automatic;50;Petrol;145;44,1;1,5;vw
 Q2;26139;Semi-Auto;6000;Petrol;145;42,2;1,5;audi
 Octavia;17299;Manual;200;Petrol;145;51,4;1,5;skoda
 Golf;26989;Automatic;3998;Diesel;145;52,3;2;vw
 Polo;15231;Manual;1822;Petrol;145;47,9;1;vw
 X4;44899;Automatic;100;Petrol;145;26,9;3;BMW
 A3;21995;Manual;5000;Diesel;145;56,5;2;audi
 Polo;14885;Manual;442;Petrol;145;47,9;1;vw
 TT;35000;Semi-Auto;4000;Petrol;145;40,4;2;audi
 Polo;16790;Semi-Auto;3500;Petrol;145;45,6;1;vw
 T-Cross;25989;Automatic;2800;Diesel;145;50,4;1,6;vw
 Puma;23780;Manual;999;Petrol;145;49,6;1;Ford
 T-Roc;24825;Automatic;975;Petrol;145;39,8;1,5;vw
 A1;22990;Semi-Auto;1192;Petrol;145;44,8;1,5;audi
 Polo;18480;Manual;4;Petrol;145;49,6;1;vw
 4 Series;32950;Semi-Auto;10;Petrol;145;41,5;3;BMW
 Q3;32799;Semi-Auto;3500;Petrol;145;32,5;2;audi
 Q5;36500;Automatic;1552;Diesel;150;38,2;2;audi
 Tiguan;28490;Semi-Auto;3000;Diesel;145;39,8;2;vw
 Kona;15499;Manual;6000;Petrol;150;44,1;1;Hyundai
 Golf;32995;Semi-Auto;2131;Petrol;145;32,8;2;vw
 3 Series;36693;Semi-Auto;2725;Petrol;145;40,4;2;BMW
 4 Series;29500;Semi-Auto;10;Petrol;145;48,7;2;BMW
 X5;51880;Semi-Auto;1501;Diesel;145;37,7;3;BMW
 Kamiq;18490;Manual;1500;Petrol;145;49,6;1;skoda
 Golf;31498;Semi-Auto;20;Petrol;150;32,8;2;vw
 Polo;16997;Semi-Auto;848;Petrol;145;45,6;1;vw
 Q3;30990;Manual;1500;Petrol;145;40,9;0;audi
 Golf;21498;Semi-Auto;20;Diesel;150;53,3;2;vw
 5 Series;30485;Semi-Auto;6;Petrol;145;50,4;2;BMW
 3 Series;22850;Semi-Auto;12;Petrol;145;43,5;2;BMW
 Focus;18999;Manual;1900;Petrol;145;60,1;1;Ford
 Fiesta;15999;Manual;183;Petrol;150;55,4;1;Ford
 A5;31246;Semi-Auto;3000;Petrol;145;40,4;2;audi
 Golf;21690;Manual;10;Petrol;145;49,6;1,5;vw
 Scala;16750;Manual;2217;Petrol;145;49,6;1;skoda
